Jun 26 03:00:17 rx10025878 syslogd: restart
Jun 26 03:00:20 rx10025878 syslogd: restart
Jun 26 03:00:23 rx10025878 syslogd: restart
Jun 26 03:00:25 rx10025878 syslogd: restart
Jun 26 03:00:28 rx10025878 syslogd: restart
Jun 26 03:00:30 rx10025878 syslogd: restart
Jun 26 03:00:33 rx10025878 syslogd: restart
Jun 26 03:00:36 rx10025878 syslogd: restart
Jun 26 03:00:36 nto CI: INFO	logrotate.sh	/mnt/sd/statuslog.csv.0002 has 10000000 bytes => log rotation 
Jun 26 05:18:03 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:03 nto PU2: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:03 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:05 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:05 nto PU2: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:06 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 2 
Jun 26 05:18:06 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:06 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 630.104309 VdcLimit: 614.351685 VdcEnd: 610.238037 
Jun 26 05:18:06 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:06 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:07 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:18:07 nto PU2: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:18:07 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:18:07 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:07 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:07 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:07 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:08 nto PU3: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:18:10 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:10 nto PU3: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:10 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:11 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:12 nto PU3: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:12 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 3 
Jun 26 05:18:12 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:12 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 630.475037 VdcLimit: 614.713135 VdcEnd: 612.415771 
Jun 26 05:18:12 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:12 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:13 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:18:13 nto PU3: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:18:13 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:18:13 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:13 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:13 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:14 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:18 nto PU4: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:18:18 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20002   INVERTER SUBCODE 0   RunLevel 1   StatusCodePriority 110
Jun 26 05:18:20 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:20 nto PU4: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:20 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:21 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:22 nto PU4: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:22 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 4 
Jun 26 05:18:22 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:22 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 631.107544 VdcLimit: 615.329834 VdcEnd: 612.698669 
Jun 26 05:18:22 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:22 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:23 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:18:23 nto PU4: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:18:23 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:18:23 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:23 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:23 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:23 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:28 nto CI: INFO	statistics	statistics: write: 20 statistics jobs in 708 ms - 35 ms/job
Jun 26 05:18:34 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:34 nto PU1: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:34 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:35 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:36 nto PU1: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:36 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 1 
Jun 26 05:18:36 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:36 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 640.589600 VdcLimit: 624.574890 VdcEnd: 622.276489 
Jun 26 05:18:36 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:39 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:39 nto PU2: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:39 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:40 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:41 nto PU2: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:41 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 2 
Jun 26 05:18:41 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:41 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 638.196411 VdcLimit: 622.241516 VdcEnd: 618.561646 
Jun 26 05:18:41 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:45 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:45 nto PU3: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:45 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:46 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:47 nto PU3: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:47 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 3 
Jun 26 05:18:47 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:47 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 638.829895 VdcLimit: 622.859131 VdcEnd: 621.912231 
Jun 26 05:18:47 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:55 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:18:55 nto PU4: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:18:55 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:56 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:57 nto PU4: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:57 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 4 
Jun 26 05:18:57 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:57 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 638.940796 VdcLimit: 622.967285 VdcEnd: 620.048828 
Jun 26 05:18:57 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:19:37 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:19:37 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 656.472900 VdcLimit: 640.061096 VdcEnd: 635.584656 
Jun 26 05:19:37 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:19:42 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:19:42 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 655.098267 VdcLimit: 638.720825 VdcEnd: 636.920288 
Jun 26 05:19:42 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:19:48 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:19:48 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 654.798889 VdcLimit: 638.428894 VdcEnd: 636.432007 
Jun 26 05:19:48 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:19:58 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:19:58 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 653.434387 VdcLimit: 637.098511 VdcEnd: 630.532593 
Jun 26 05:19:58 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:20:02 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:20:37 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:20:37 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 665.996216 VdcLimit: 649.346313 VdcEnd: 646.018005 
Jun 26 05:20:37 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:20:42 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:20:42 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 662.357300 VdcLimit: 645.798340 VdcEnd: 642.475403 
Jun 26 05:20:42 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:20:48 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:20:49 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 663.928101 VdcLimit: 647.329895 VdcEnd: 646.833191 
Jun 26 05:20:49 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:20:58 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:20:58 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 663.510864 VdcLimit: 646.923096 VdcEnd: 645.152344 
Jun 26 05:20:58 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:21:35 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 663 Idc: 0 Pdc: 105 Pac: 10 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:21:35 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 31 tAc: 21 tDc: 23 
Jun 26 05:21:35 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.00 
Jun 26 05:21:35 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 668 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:21:35 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 31 tAc: 20 tDc: 23 
Jun 26 05:21:35 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 385 f: 49.99 
Jun 26 05:21:35 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 664 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:21:35 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 32 tAc: 21 tDc: 23 
Jun 26 05:21:35 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 384 f: 50.00 
Jun 26 05:21:35 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 663 Idc: 0 Pdc: 64 Pac: 16 Wh: 1 IdLim: 0.00 Phi: 0.00 
Jun 26 05:21:35 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 31 tAc: 21 tDc: 23 
Jun 26 05:21:35 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 49.99 
Jun 26 05:21:38 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:21:38 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 667.432983 VdcLimit: 650.747131 VdcEnd: 648.300476 
Jun 26 05:21:38 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:21:43 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:21:43 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 662.420776 VdcLimit: 645.860229 VdcEnd: 643.259399 
Jun 26 05:21:43 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:21:49 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:21:49 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 663.638306 VdcLimit: 647.047363 VdcEnd: 646.262085 
Jun 26 05:21:49 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:21:59 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:21:59 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 661.525391 VdcLimit: 644.987244 VdcEnd: 643.742676 
Jun 26 05:21:59 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:22:38 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:22:38 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 660.541687 VdcLimit: 644.028137 VdcEnd: 639.252930 
Jun 26 05:22:38 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:22:43 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:22:44 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 658.494141 VdcLimit: 642.031799 VdcEnd: 641.425598 
Jun 26 05:22:44 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:22:49 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:22:50 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 656.718445 VdcLimit: 640.300476 VdcEnd: 637.921875 
Jun 26 05:22:50 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:22:59 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:22:59 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 652.383423 VdcLimit: 636.073853 VdcEnd: 629.784302 
Jun 26 05:22:59 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:23:39 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:23:39 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 650.376099 VdcLimit: 634.116699 VdcEnd: 631.006958 
Jun 26 05:23:39 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:23:44 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:23:44 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 653.074036 VdcLimit: 636.747192 VdcEnd: 634.812073 
Jun 26 05:23:44 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:23:50 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:23:50 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 652.116211 VdcLimit: 635.813293 VdcEnd: 631.921753 
Jun 26 05:23:50 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:24:00 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:24:00 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 649.613647 VdcLimit: 633.373291 VdcEnd: 631.599854 
Jun 26 05:24:00 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:24:01 nto CI: INFO	statistics	statistics: write: 24 day chart jobs in 650 ms - 27 ms/job
Jun 26 05:24:39 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:24:40 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 656.562500 VdcLimit: 640.148438 VdcEnd: 636.533325 
Jun 26 05:24:40 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:24:44 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:24:45 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 656.241211 VdcLimit: 639.835205 VdcEnd: 638.619812 
Jun 26 05:24:45 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:24:50 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:24:51 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 655.701721 VdcLimit: 639.309204 VdcEnd: 637.342529 
Jun 26 05:24:51 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:25:00 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:25:01 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 653.876038 VdcLimit: 637.529114 VdcEnd: 632.574097 
Jun 26 05:25:01 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:25:02 nto CI: INFO	OSLog1	MEM: 63624400 12996608 7190212 PROC:  
Jun 26 05:25:40 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:25:40 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 667.579468 VdcLimit: 650.889954 VdcEnd: 647.289612 
Jun 26 05:25:40 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:25:45 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:25:45 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 663.154785 VdcLimit: 646.575928 VdcEnd: 645.648010 
Jun 26 05:25:45 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:25:51 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:25:51 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 664.721313 VdcLimit: 648.103271 VdcEnd: 643.944214 
Jun 26 05:25:51 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:26:01 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:26:01 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 667.056396 VdcLimit: 650.380005 VdcEnd: 649.267944 
Jun 26 05:26:01 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:26:19 nto CI: INFO	statistics	statistics: write: 5 statistics jobs in 390 ms - 78 ms/job
Jun 26 05:26:36 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 671 Idc: 0 Pdc: 103 Pac: 4 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:26:36 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 33 tAc: 21 tDc: 23 
Jun 26 05:26:36 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.00 
Jun 26 05:26:36 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 676 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:26:36 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 32 tAc: 20 tDc: 23 
Jun 26 05:26:36 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.00 
Jun 26 05:26:36 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 666 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:26:36 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 33 tAc: 20 tDc: 23 
Jun 26 05:26:36 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.00 
Jun 26 05:26:36 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 672 Idc: 0 Pdc: 67 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:26:36 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 33 tAc: 21 tDc: 23 
Jun 26 05:26:36 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.01 
Jun 26 05:26:40 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:26:41 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 677.508850 VdcLimit: 660.571106 VdcEnd: 659.786865 
Jun 26 05:26:41 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:26:45 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:26:46 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 673.128418 VdcLimit: 656.300232 VdcEnd: 654.241333 
Jun 26 05:26:46 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:26:52 nto PU3: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:26:52 nto PU3: INFO	SafetyFeatures	Powertest Failed: VdcInit: 666.240356 VdcLimit: 649.584351 VdcEnd: 646.336548 
Jun 26 05:26:52 nto PU3: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:27:01 nto PU4: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:27:02 nto PU4: INFO	SafetyFeatures	Powertest Failed: VdcInit: 674.172668 VdcLimit: 657.318359 VdcEnd: 656.871765 
Jun 26 05:27:02 nto PU4: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:27:41 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:27:41 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 680.930420 VdcLimit: 663.907166 VdcEnd: 663.721680 
Jun 26 05:27:41 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:27:46 nto PU2: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:27:46 nto PU2: INFO	SafetyFeatures	Powertest Failed: VdcInit: 680.444885 VdcLimit: 663.433777 VdcEnd: 661.358459 
Jun 26 05:27:46 nto PU2: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
